"gene","logFC","logCPM","F","PValue","FDR","median_logFC_by_sample","prop_same_sign","expr_prop_in_A","stability_score"
"TSPAN5",1.74920739799457,3.49443297000186,24.5819246770269,2.09004515117573e-05,0.001014111551831,1.87372569919929,0.909090909090909,0.909090909090909,1.70338699927208
"ITPR3",2.83035469039861,2.66005407643972,26.343371417463,1.04193084001924e-05,0.000630315847145756,1.87347852456086,0.909090909090909,0.909090909090909,1.70316229505533
"CTSK",2.21604921273141,6.33852367321695,50.0060647863356,8.08395550306721e-08,2.24449527513864e-05,1.86940296825951,0.909090909090909,1,1.69945724387228
"RARRES1",1.55259828882208,6.58488337098084,15.8966146282743,0.000468512452974253,0.00953108169259563,1.69743604386069,1,1,1.69743604386069
"USP18",2.38533131161595,3.1168645360116,39.0523878576554,4.27771133993538e-07,5.9939930952945e-05,1.86637729327848,0.909090909090909,0.909090909090909,1.69670663025316
"ADAMTS2",2.55066843132966,4.65238404734744,45.4260683881038,1.09394009052397e-07,2.52329904265014e-05,1.86335613871862,0.909090909090909,1,1.69396012610784
"LDLRAD3",1.96856239929314,2.88445457152922,34.23651929081,1.35988547429763e-06,0.000141588631362114,1.86335613871862,0.909090909090909,1,1.69396012610784
"PDGFRA",1.55420452749135,6.93280354862658,34.4530132301653,2.53045670282355e-06,0.000219301371938922,1.68995769266118,1,1,1.68995769266118
"SPON2",1.71377584396008,5.1304409796106,19.6883333358547,0.000124162728934055,0.00364821731550257,1.85330684459175,0.909090909090909,1,1.68482440417432
"AOX1",1.57956999573901,3.23299252517913,16.9160470257382,0.000230386681855336,0.00577406407131128,1.85030971639191,0.909090909090909,1,1.68209974217447
"SLC44A5",4.30120125153055,1.39995379862257,45.0785690069107,3.51117024989132e-07,5.31747227844652e-05,2.62269635539641,0.636363636363636,0.636363636363636,1.66898858979772
"WNT2B",1.58050030137632,3.23256966104455,23.9257473039854,2.48845251110713e-05,0.00115867604034252,1.66392140367797,1,1,1.66392140367797
"TLE2",1.7959826840238,4.22404410928814,30.6938729210889,3.50567002795084e-06,0.000278097940365433,1.82969828878163,0.909090909090909,1,1.66336208071057
"APOL4",1.86436552365635,2.19184048858559,17.5091075720185,0.000162713693978333,0.00449275582655091,2.02258497038029,0.818181818181818,0.727272727272727,1.65484224849296
